"","d","n","CL","CU","CL2","CU2","ACL","ACU","ACL2","ACU2"
"51",500,10,1.12019443078688,1.12507761478158,2.00189164154353,2.00591557733905,2.26446082677684,2.27629845815234,2.0015205517069,2.00512648166654
"52",500,20,1.04925914900895,1.0529999964192,2.00067489602716,2.00245502750486,2.11611084970146,2.12367235172311,2.00062557956574,2.00200676138035
"53",500,30,1.02834344972849,1.03216104148914,2.00042557482861,2.00148366940376,2.07394172123064,2.07878247668575,2.00024051838922,2.00141365912517
"54",500,40,1.01906353348361,1.02215356748942,2.00023319520308,2.00129470301084,2.05420329368702,2.05796130476069,2.00018432164494,2.00093413271452
"55",500,50,1.01267140571876,1.01636915672068,2.00019006433641,2.0010276920829,2.04274412769148,2.04568845990932,2.00009365188609,2.00052698269861
"56",500,60,1.00947939845168,1.01243726836714,2.0001078436222,2.00069041053435,2.0349729065949,2.03781723509216,2.00006097868114,2.00049927719636
"57",500,70,1.00726277110978,1.01021279438808,2.00005325255019,2.00053003454761,2.02972732115014,2.03207395494193,2.00005812784762,2.00063015716309
"58",500,80,1.00376545216652,1.00680442819498,2.00003692282805,2.00049336419329,2.02537194142956,2.02771868953204,2.00002403643323,2.00038766104301
"59",500,90,1.00327667616148,1.00616420992442,2.00001360262303,2.00021861062142,2.02219809773749,2.02438007103568,2.00001585650023,2.00025725414123
"60",500,100,1.00012474809122,1.00360194008063,2.00000054850348,2.00019878321726,2.01945972605651,2.02139985526047,2.00000029433553,2.00011958505822
