"","d","n","CL","CU","CL2","CU2","ACL","ACU","ACL2","ACU2"
"1",1,30,0.56713694433984,0.705260656177767,2.00347458395314,2.65231071561294,2.01711917673182,2.23500185966881,2.00009771391838,2.48569683049136
"2",1,40,0.645013056455185,0.705172373121684,2.00255985129726,2.76007361418579,2.01415741416127,2.17679507895857,2.00005753965355,2.25020990270964
"3",1,50,0.56232260351482,0.679391658280711,2.00353788717428,2.41003661511721,2.01018257032314,2.13812787176774,2.00005891313711,2.26387384712588
"4",1,60,0.578771369176102,0.624770401903574,2.00713060183013,2.22323413496129,2.00765353471358,2.11411273210177,2.00003180215204,2.14562937587273
"5",1,70,0.57784242321162,0.627621188613064,2.00332664938551,2.22133356312036,2.00680117509734,2.09619932548664,2.00003308651013,2.1624930098842
"6",1,80,0.516293659251926,0.572070157265632,2.00000155817662,2.07074313372322,2.00537660064722,2.08519310923134,2.00001804532483,2.09495594772365
"7",1,90,0.506934890827284,0.539775778909679,2.00000815270438,2.02049292502494,2.00480233986008,2.0746626939815,2.00001920081587,2.09933547125949
"8",1,100,0.534853681718453,0.583433878918076,2.00006777285284,2.09469551354671,2.00450516298838,2.06785517517686,2.00002018466811,2.09456969902945
"9",5,30,0.84449827118033,0.940976094901731,2.0000198139926,2.08957539938257,2.03969661821622,2.12972728674747,2.00002376022042,2.10246498035838
"10",5,40,0.843210321798386,0.926238109004273,2.00001015731359,2.04688737357676,2.0278199732578,2.10173778529595,2.00000766328624,2.03997846940148
"11",5,50,0.86905943212759,0.933059297043556,2.00001113420783,2.04688927697215,2.02288528064359,2.07818701731498,2.00000843130597,2.04185120785041
"12",5,60,0.850983348151126,0.913117530966388,2.0000098356006,2.04219518888606,2.0187666834979,2.06445832121132,2.00000617798843,2.0315129877153
"13",5,70,0.845847448228158,0.90372161426768,2.00001022807213,2.04225557801787,2.01596141289374,2.05324339881611,2.00000550292003,2.0312700265099
"14",5,80,0.855027879756213,0.909530211189947,2.00000708494513,2.0330786172311,2.01394580108871,2.04681756212386,2.00000627801523,2.02748532693644
"15",5,90,0.837770233420221,0.892135638131702,2.00000515304743,2.02820056178053,2.01241088264144,2.04157261934407,2.00000343834398,2.0210846059306
"16",5,100,0.859996528457594,0.907882225824591,2.00000599341247,2.03098340231302,2.01119243671045,2.03682938384829,2.00000544162934,2.02463796344851
"17",10,30,0.918179649488324,0.983361126044988,2.00001020333217,2.04810622429919,2.04726315807852,2.10768788772665,2.00000955030434,2.03727422178992
"18",10,40,0.92603561437574,0.976732818257903,2.00000626550794,2.02602560145742,2.03426678299672,2.07931764478849,2.00000392633891,2.0176845449356
"19",10,50,0.895395166382539,0.94962838667476,2.0000049240458,2.02768970813681,2.02649143550859,2.06590043839379,2.00000279722009,2.01602099871212
"20",10,60,0.920570050715409,0.960320169440512,2.0000050879402,2.02206418137301,2.02232248523525,2.05309238532165,2.00000290615411,2.01564993216223
"21",10,70,0.908799236017544,0.950132716724613,2.00000445243971,2.0188654665485,2.01918373030294,2.04484204692965,2.00000239060651,2.01181377121381
"22",10,80,0.913745087221704,0.951359432490071,2.00000277870535,2.01812463779811,2.01677950456369,2.03955220019037,2.0000035567311,2.01667537038021
"23",10,90,0.913496826138272,0.947640101435652,2.00000276979271,2.01371312894645,2.01479191280481,2.03525769783634,2.00000175113918,2.00942876951114
"24",10,100,0.913174326761892,0.94770468943434,2.00000215077268,2.01043720610787,2.01321506559391,2.03164889438067,2.00000160672206,2.00852311087085
"25",50,30,0.987482757286471,1.01545253760392,2.00000187200578,2.00690812728178,2.05881435826734,2.0870463375623,2.00000128285208,2.00516884084939
"26",50,40,0.978474389499293,1.00398494628697,2.00000236473113,2.00569864672494,2.04278837680942,2.06489690518315,2.00000069785002,2.0031681677383
"27",50,50,0.973180295197908,0.997017858082742,2.00000118257307,2.00574508811583,2.03435999765654,2.0504400692033,2.00000095406709,2.00432678691904
"28",50,60,0.977526828314745,0.995403572546825,2.00000100424818,2.00456951435685,2.0285182645183,2.0415889578652,2.00000092342099,2.0035396520373
"29",50,70,0.9731922478554,0.991422414023315,2.00000083231167,2.00527432826222,2.02422763346854,2.03574363790914,2.00000066998432,2.00372420775734
"30",50,80,0.973370950395722,0.989954971787542,2.00000103526931,2.00403241966655,2.02115429350138,2.0310522214633,2.00000052503865,2.00242417889382
"31",50,90,0.975376804024567,0.989980249625362,2.00000048867455,2.00272652007354,2.01866111228927,2.02762252887965,2.00000046029076,2.00234666840559
"32",50,100,0.972872545150142,0.987258105059896,2.00000047652545,2.00259850619079,2.01684270113815,2.02474491458386,2.00000037535073,2.00175285370904
"33",100,30,1.00280282621062,1.02262338141623,2.00000085978269,2.0039373822097,2.06177346646433,2.0823623387875,2.00000070579056,2.00397693749759
"34",100,40,0.994076019505736,1.0118633171004,2.00000109175178,2.00500399657493,2.04589432780218,2.06018869525077,2.00000052493151,2.00251800915619
"35",100,50,0.99172297768056,1.0064126594929,2.00000057151804,2.00254798555986,2.03608665870798,2.04804710203256,2.00000053951144,2.00197561763094
"36",100,60,0.990828223729278,1.00356065350736,2.0000003544592,2.00191382042038,2.02999966346533,2.03961423126487,2.0000002692392,2.00126996749764
"37",100,70,0.991252626797154,1.00170183047732,2.00000026987438,2.00136948921386,2.02557708511255,2.03365421621694,2.00000027455925,2.00118699358154
"38",100,80,0.990889371194618,1.00030240509609,2.00000027195242,2.00127534558729,2.02239117565045,2.02936701531028,2.00000028009991,2.00122667552414
"39",100,90,0.985752081710709,0.99608167332411,2.0000002553649,2.0015312101491,2.01971899720776,2.02609596436478,2.00000025935571,2.00112554842176
"40",100,100,0.986422412759744,0.995516495505207,2.00000020951728,2.00122906107241,2.01778727889998,2.02341014599618,2.00000019852936,2.00114646510838
"41",300,30,1.01669682197658,1.02763880122351,2.00000110538121,2.00225377461031,2.06617950229911,2.07697070292065,2.00000030194995,2.00170111227213
"42",300,40,1.00916100430592,1.01856456390424,2.00000028091123,2.00105640706022,2.04853348771059,2.05709706675278,2.00000015773032,2.00076109481927
"43",300,50,1.00294155971373,1.01222688582223,2.00000034581936,2.0013990005131,2.0384002295523,2.04527895534979,2.00000015103476,2.00078234829197
"44",300,60,1.00122427562467,1.00923458995514,2.0000001160246,2.00054020258344,2.03178791429352,2.03751697847778,2.0000000918167,2.00038650398231
"45",300,70,1.00105144249498,1.00698480560104,2.00000016437448,2.0006448450245,2.02713933236775,2.03189969039518,2.00000010788665,2.00053339324171
"46",300,80,0.997947508390976,1.00454646113043,2.00000017896318,2.00073000616303,2.02366495633407,2.02779202746582,2.00000008411382,2.00042332963671
"47",300,90,0.998274540689698,1.00380468681914,2.00000009735814,2.000454609968,2.02097042873536,2.0246461126496,2.00000007930131,2.00037988005938
"48",300,100,0.996591843000795,1.00199955344392,2.00000022037919,2.00067127346379,2.01886571266731,2.02207050661735,2.00000008637383,2.0003736801217
"49",500,30,1.01896278950142,1.02906728907932,2.00000037244732,2.00111696805348,2.06696698831698,2.07597839977866,2.00000010649966,2.0006276311962
"50",500,40,1.01079828355027,1.01908964531016,2.00000011928224,2.00068032717917,2.04931035157116,2.05603764653209,2.00000007921641,2.00039554077568
"51",500,50,1.00917583730532,1.01499935368678,2.00000019310691,2.00064695418993,2.03915265441508,2.04431260073931,2.000000118001,2.00046425261463
"52",500,60,1.00596084307491,1.01113583802659,2.00000008697961,2.00047299919325,2.03239402657902,2.03681945823085,2.00000013721537,2.00056343324695
"53",500,70,1.00336481344427,1.00854436128945,2.0000001038768,2.00045005189693,2.02768569062634,2.03128698345893,2.00000007255476,2.0002750801337
"54",500,80,1.00083858807098,1.00606680053171,2.00000013509115,2.00050815710194,2.02402183356995,2.02728291105762,2.00000005586202,2.00027262508633
"55",500,90,0.999914625875666,1.00463099536529,2.00000008745955,2.00036540476376,2.02133607340096,2.0241704070529,2.00000004420209,2.0002612278931
"56",500,100,1.00000284917658,1.00421031860867,2.00000006074902,2.00028185809213,2.01919665335027,2.02171993265902,2.00000002716638,2.00017196486501
